65,AFRICAN,Esan in Nigera,HG03268
66,AFRICAN,Esan in Nigera,HG03270
67,AFRICAN,Esan in Nigera,HG03271
68,AFRICAN,Esan in Nigera,HG03279
69,AFRICAN,Esan in Nigera,HG03280
70,AFRICAN,Esan in Nigera,HG03291
71,AFRICAN,Esan in Nigera,HG03294
72,AFRICAN,Esan in Nigera,HG03295
73,AFRICAN,Esan in Nigera,HG03297
74,AFRICAN,Esan in Nigera,HG03298
75,AFRICAN,Esan in Nigera,HG03300
76,AFRICAN,Esan in Nigera,HG03301
77,AFRICAN,Esan in Nigera,HG03303
78,AFRICAN,Esan in Nigera,HG03304
79,AFRICAN,Esan in Nigera,HG03311
80,AFRICAN,Esan in Nigera,HG03313
81,AFRICAN,Esan in Nigera,HG03342
82,AFRICAN,Esan in Nigera,HG03343
83,AFRICAN,Esan in Nigera,HG03351
84,AFRICAN,Esan in Nigera,HG03352
85,AFRICAN,Esan in Nigera,HG03354
86,AFRICAN,Esan in Nigera,HG03363
87,AFRICAN,Esan in Nigera,HG03366
88,AFRICAN,Esan in Nigera,HG03367
89,AFRICAN,Esan in Nigera,HG03369
90,AFRICAN,Esan in Nigera,HG03370
91,AFRICAN,Esan in Nigera,HG03372
92,AFRICAN,Esan in Nigera,HG03499
93,AFRICAN,Esan in Nigera,HG03511
94,AFRICAN,Esan in Nigera,HG03514
95,AFRICAN,Esan in Nigera,HG03515
96,AFRICAN,Esan in Nigera,HG03517
97,AFRICAN,Esan in Nigera,HG03518
98,AFRICAN,Esan in Nigera,HG03520
99,AFRICAN,Esan in Nigera,HG03521
100,AFRICAN,Gambian in Western Divisons in The Gambia,HG02461
101,AFRICAN,Gambian in Western Divisons in The Gambia,HG02462
102,AFRICAN,Gambian in Western Divisons in The Gambia,HG02464
103,AFRICAN,Gambian in Western Divisons in The Gambia,HG02465
104,AFRICAN,Gambian in Western Divisons in The Gambia,HG02561
105,AFRICAN,Gambian in Western Divisons in The Gambia,HG02562
106,AFRICAN,Gambian in Western Divisons in The Gambia,HG02568
107,AFRICAN,Gambian in Western Divisons in The Gambia,HG02570
108,AFRICAN,Gambian in Western Divisons in The Gambia,HG02571
109,AFRICAN,Gambian in Western Divisons in The Gambia,HG02573
110,AFRICAN,Gambian in Western Divisons in The Gambia,HG02574
111,AFRICAN,Gambian in Western Divisons in The Gambia,HG02582
112,AFRICAN,Gambian in Western Divisons in The Gambia,HG02583
113,AFRICAN,Gambian in Western Divisons in The Gambia,HG02585
114,AFRICAN,Gambian in Western Divisons in The Gambia,HG02586
115,AFRICAN,Gambian in Western Divisons in The Gambia,HG02588
116,AFRICAN,Gambian in Western Divisons in The Gambia,HG02589
117,AFRICAN,Gambian in Western Divisons in The Gambia,HG02594
118,AFRICAN,Gambian in Western Divisons in The Gambia,HG02595
119,AFRICAN,Gambian in Western Divisons in The Gambia,HG02610
120,AFRICAN,Gambian in Western Divisons in The Gambia,HG02611
121,AFRICAN,Gambian in Western Divisons in The Gambia,HG02613
122,AFRICAN,Gambian in Western Divisons in The Gambia,HG02614
123,AFRICAN,Gambian in Western Divisons in The Gambia,HG02620
124,AFRICAN,Gambian in Western Divisons in The Gambia,HG02621
125,AFRICAN,Gambian in Western Divisons in The Gambia,HG02623
126,AFRICAN,Gambian in Western Divisons in The Gambia,HG02624
127,AFRICAN,Gambian in Western Divisons in The Gambia,HG02628
128,AFRICAN,Gambian in Western Divisons in The Gambia,HG02629
129,AFRICAN,Gambian in Western Divisons in The Gambia,HG02634
130,AFRICAN,Gambian in Western Divisons in The Gambia,HG02635
131,AFRICAN,Gambian in Western Divisons in The Gambia,HG02642
132,AFRICAN,Gambian in Western Divisons in The Gambia,HG02643
133,AFRICAN,Gambian in Western Divisons in The Gambia,HG02645
134,AFRICAN,Gambian in Western Divisons in The Gambia,HG02646
135,AFRICAN,Gambian in Western Divisons in The Gambia,HG02666
136,AFRICAN,Gambian in Western Divisons in The Gambia,HG02667
137,AFRICAN,Gambian in Western Divisons in The Gambia,HG02675
138,AFRICAN,Gambian in Western Divisons in The Gambia,HG02676
139,AFRICAN,Gambian in Western Divisons in The Gambia,HG02678
140,AFRICAN,Gambian in Western Divisons in The Gambia,HG02679
141,AFRICAN,Gambian in Western Divisons in The Gambia,HG02702
142,AFRICAN,Gambian in Western Divisons in The Gambia,HG02703
143,AFRICAN,Gambian in Western Divisons in The Gambia,HG02715
144,AFRICAN,Gambian in Western Divisons in The Gambia,HG02716
145,AFRICAN,Gambian in Western Divisons in The Gambia,HG02721
146,AFRICAN,Gambian in Western Divisons in The Gambia,HG02722
147,AFRICAN,Gambian in Western Divisons in The Gambia,HG02756
148,AFRICAN,Gambian in Western Divisons in The Gambia,HG02757
149,AFRICAN,Gambian in Western Divisons in The Gambia,HG02759
150,AFRICAN,Gambian in Western Divisons in The Gambia,HG02760
151,AFRICAN,Gambian in Western Divisons in The Gambia,HG02763
152,AFRICAN,Gambian in Western Divisons in The Gambia,HG02768
153,AFRICAN,Gambian in Western Divisons in The Gambia,HG02769
154,AFRICAN,Gambian in Western Divisons in The Gambia,HG02771
155,AFRICAN,Gambian in Western Divisons in The Gambia,HG02772
156,AFRICAN,Gambian in Western Divisons in The Gambia,HG02798
157,AFRICAN,Gambian in Western Divisons in The Gambia,HG02799
158,AFRICAN,Gambian in Western Divisons in The Gambia,HG02804
159,AFRICAN,Gambian in Western Divisons in The Gambia,HG02805
160,AFRICAN,Gambian in Western Divisons in The Gambia,HG02807
161,AFRICAN,Gambian in Western Divisons in The Gambia,HG02808
162,AFRICAN,Gambian in Western Divisons in The Gambia,HG02810
163,AFRICAN,Gambian in Western Divisons in The Gambia,HG02811
164,AFRICAN,Gambian in Western Divisons in The Gambia,HG02813
165,AFRICAN,Gambian in Western Divisons in The Gambia,HG02814
166,AFRICAN,Gambian in Western Divisons in The Gambia,HG02816
167,AFRICAN,Gambian in Western Divisons in The Gambia,HG02817
168,AFRICAN,Gambian in Western Divisons in The Gambia,HG02819
169,AFRICAN,Gambian in Western Divisons in The Gambia,HG02820
170,AFRICAN,Gambian in Western Divisons in The Gambia,HG02836
171,AFRICAN,Gambian in Western Divisons in The Gambia,HG02837
172,AFRICAN,Gambian in Western Divisons in The Gambia,HG02839
173,AFRICAN,Gambian in Western Divisons in The Gambia,HG02840
174,AFRICAN,Gambian in Western Divisons in The Gambia,HG02851
175,AFRICAN,Gambian in Western Divisons in The Gambia,HG02852
176,AFRICAN,Gambian in Western Divisons in The Gambia,HG02854
177,AFRICAN,Gambian in Western Divisons in The Gambia,HG02855
178,AFRICAN,Gambian in Western Divisons in The Gambia,HG02860
179,AFRICAN,Gambian in Western Divisons in The Gambia,HG02861
180,AFRICAN,Gambian in Western Divisons in The Gambia,HG02870
181,AFRICAN,Gambian in Western Divisons in The Gambia,HG02878
182,AFRICAN,Gambian in Western Divisons in The Gambia,HG02879
183,AFRICAN,Gambian in Western Divisons in The Gambia,HG02881
184,AFRICAN,Gambian in Western Divisons in The Gambia,HG02882
185,AFRICAN,Gambian in Western Divisons in The Gambia,HG02884
186,AFRICAN,Gambian in Western Divisons in The Gambia,HG02885
187,AFRICAN,Gambian in Western Divisons in The Gambia,HG02887
188,AFRICAN,Gambian in Western Divisons in The Gambia,HG02888
189,AFRICAN,Gambian in Western Divisons in The Gambia,HG02890
190,AFRICAN,Gambian in Western Divisons in The Gambia,HG02891
191,AFRICAN,Gambian in Western Divisons in The Gambia,HG02895
192,AFRICAN,Gambian in Western Divisons in The Gambia,HG02896
193,AFRICAN,Gambian in Western Divisons in The Gambia,HG02982
194,AFRICAN,Gambian in Western Divisons in The Gambia,HG02983
195,AFRICAN,Gambian in Western Divisons in The Gambia,HG03024
196,AFRICAN,Gambian in Western Divisons in The Gambia,HG03025
197,AFRICAN,Gambian in Western Divisons in The Gambia,HG03027
198,AFRICAN,Gambian in Western Divisons in The Gambia,HG03028
199,AFRICAN,Gambian in Western Divisons in The Gambia,HG03039
200,AFRICAN,Gambian in Western Divisons in The Gambia,HG03040
201,AFRICAN,Gambian in Western Divisons in The Gambia,HG03045
202,AFRICAN,Gambian in Western Divisons in The Gambia,HG03046
203,AFRICAN,Gambian in Western Divisons in The Gambia,HG03048
204,AFRICAN,Gambian in Western Divisons in The Gambia,HG03049
205,AFRICAN,Gambian in Western Divisons in The Gambia,HG03240
206,AFRICAN,Gambian in Western Divisons in The Gambia,HG03241
207,AFRICAN,Gambian in Western Divisons in The Gambia,HG03246
208,AFRICAN,Gambian in Western Divisons in The Gambia,HG03247
209,AFRICAN,Gambian in Western Divisons in The Gambia,HG03258
210,AFRICAN,Gambian in Western Divisons in The Gambia,HG03259
211,AFRICAN,Gambian in Western Divisons in The Gambia,HG03538
212,AFRICAN,Gambian in Western Divisons in The Gambia,HG03539
213,AFRICAN,"Luhya in Webuye, Kenya",NA19017
214,AFRICAN,"Luhya in Webuye, Kenya",NA19019
215,AFRICAN,"Luhya in Webuye, Kenya",NA19020
216,AFRICAN,"Luhya in Webuye, Kenya",NA19023
217,AFRICAN,"Luhya in Webuye, Kenya",NA19024
218,AFRICAN,"Luhya in Webuye, Kenya",NA19025
219,AFRICAN,"Luhya in Webuye, Kenya",NA19026
220,AFRICAN,"Luhya in Webuye, Kenya",NA19027
221,AFRICAN,"Luhya in Webuye, Kenya",NA19028
222,AFRICAN,"Luhya in Webuye, Kenya",NA19030
223,AFRICAN,"Luhya in Webuye, Kenya",NA19031
224,AFRICAN,"Luhya in Webuye, Kenya",NA19035
225,AFRICAN,"Luhya in Webuye, Kenya",NA19036
226,AFRICAN,"Luhya in Webuye, Kenya",NA19037
227,AFRICAN,"Luhya in Webuye, Kenya",NA19038
228,AFRICAN,"Luhya in Webuye, Kenya",NA19041
229,AFRICAN,"Luhya in Webuye, Kenya",NA19042
230,AFRICAN,"Luhya in Webuye, Kenya",NA19043
231,AFRICAN,"Luhya in Webuye, Kenya",NA19307
232,AFRICAN,"Luhya in Webuye, Kenya",NA19308
233,AFRICAN,"Luhya in Webuye, Kenya",NA19309
234,AFRICAN,"Luhya in Webuye, Kenya",NA19310
235,AFRICAN,"Luhya in Webuye, Kenya",NA19312
236,AFRICAN,"Luhya in Webuye, Kenya",NA19314
237,AFRICAN,"Luhya in Webuye, Kenya",NA19315
238,AFRICAN,"Luhya in Webuye, Kenya",NA19316
239,AFRICAN,"Luhya in Webuye, Kenya",NA19317
240,AFRICAN,"Luhya in Webuye, Kenya",NA19318
241,AFRICAN,"Luhya in Webuye, Kenya",NA19319
242,AFRICAN,"Luhya in Webuye, Kenya",NA19320
243,AFRICAN,"Luhya in Webuye, Kenya",NA19321
244,AFRICAN,"Luhya in Webuye, Kenya",NA19323
245,AFRICAN,"Luhya in Webuye, Kenya",NA19324
246,AFRICAN,"Luhya in Webuye, Kenya",NA19327
247,AFRICAN,"Luhya in Webuye, Kenya",NA19328
248,AFRICAN,"Luhya in Webuye, Kenya",NA19331
249,AFRICAN,"Luhya in Webuye, Kenya",NA19332
250,AFRICAN,"Luhya in Webuye, Kenya",NA19334
251,AFRICAN,"Luhya in Webuye, Kenya",NA19338
252,AFRICAN,"Luhya in Webuye, Kenya",NA19346
253,AFRICAN,"Luhya in Webuye, Kenya",NA19347
254,AFRICAN,"Luhya in Webuye, Kenya",NA19350
255,AFRICAN,"Luhya in Webuye, Kenya",NA19351
256,AFRICAN,"Luhya in Webuye, Kenya",NA19355
257,AFRICAN,"Luhya in Webuye, Kenya",NA19360
258,AFRICAN,"Luhya in Webuye, Kenya",NA19372
259,AFRICAN,"Luhya in Webuye, Kenya",NA19374
260,AFRICAN,"Luhya in Webuye, Kenya",NA19375
261,AFRICAN,"Luhya in Webuye, Kenya",NA19376
262,AFRICAN,"Luhya in Webuye, Kenya",NA19377
263,AFRICAN,"Luhya in Webuye, Kenya",NA19378
264,AFRICAN,"Luhya in Webuye, Kenya",NA19379
265,AFRICAN,"Luhya in Webuye, Kenya",NA19380
266,AFRICAN,"Luhya in Webuye, Kenya",NA19383
267,AFRICAN,"Luhya in Webuye, Kenya",NA19384
268,AFRICAN,"Luhya in Webuye, Kenya",NA19385
269,AFRICAN,"Luhya in Webuye, Kenya",NA19390
270,AFRICAN,"Luhya in Webuye, Kenya",NA19391
271,AFRICAN,"Luhya in Webuye, Kenya",NA19393
272,AFRICAN,"Luhya in Webuye, Kenya",NA19394
273,AFRICAN,"Luhya in Webuye, Kenya",NA19395
274,AFRICAN,"Luhya in Webuye, Kenya",NA19397
275,AFRICAN,"Luhya in Webuye, Kenya",NA19399
276,AFRICAN,"Luhya in Webuye, Kenya",NA19401
277,AFRICAN,"Luhya in Webuye, Kenya",NA19403
278,AFRICAN,"Luhya in Webuye, Kenya",NA19404
279,AFRICAN,"Luhya in Webuye, Kenya",NA19428
280,AFRICAN,"Luhya in Webuye, Kenya",NA19429
281,AFRICAN,"Luhya in Webuye, Kenya",NA19430
282,AFRICAN,"Luhya in Webuye, Kenya",NA19431
283,AFRICAN,"Luhya in Webuye, Kenya",NA19434
284,AFRICAN,"Luhya in Webuye, Kenya",NA19435
285,AFRICAN,"Luhya in Webuye, Kenya",NA19436
286,AFRICAN,"Luhya in Webuye, Kenya",NA19437
287,AFRICAN,"Luhya in Webuye, Kenya",NA19438
288,AFRICAN,"Luhya in Webuye, Kenya",NA19439
289,AFRICAN,"Luhya in Webuye, Kenya",NA19440
290,AFRICAN,"Luhya in Webuye, Kenya",NA19443
291,AFRICAN,"Luhya in Webuye, Kenya",NA19445
292,AFRICAN,"Luhya in Webuye, Kenya",NA19446
293,AFRICAN,"Luhya in Webuye, Kenya",NA19448
294,AFRICAN,"Luhya in Webuye, Kenya",NA19449
295,AFRICAN,"Luhya in Webuye, Kenya",NA19451
296,AFRICAN,"Luhya in Webuye, Kenya",NA19452
297,AFRICAN,"Luhya in Webuye, Kenya",NA19454
298,AFRICAN,"Luhya in Webuye, Kenya",NA19455
299,AFRICAN,"Luhya in Webuye, Kenya",NA19456
300,AFRICAN,"Luhya in Webuye, Kenya",NA19457
301,AFRICAN,"Luhya in Webuye, Kenya",NA19461
302,AFRICAN,"Luhya in Webuye, Kenya",NA19462
303,AFRICAN,"Luhya in Webuye, Kenya",NA19463
304,AFRICAN,"Luhya in Webuye, Kenya",NA19466
305,AFRICAN,"Luhya in Webuye, Kenya",NA19467
306,AFRICAN,"Luhya in Webuye, Kenya",NA19468
307,AFRICAN,"Luhya in Webuye, Kenya",NA19471
308,AFRICAN,"Luhya in Webuye, Kenya",NA19472
309,AFRICAN,"Luhya in Webuye, Kenya",NA19473
310,AFRICAN,"Luhya in Webuye, Kenya",NA19474
311,AFRICAN,"Luhya in Webuye, Kenya",NA19475
312,AFRICAN,Mende in Sierra Leone,HG03052
313,AFRICAN,Mende in Sierra Leone,HG03054
314,AFRICAN,Mende in Sierra Leone,HG03055
315,AFRICAN,Mende in Sierra Leone,HG03057
316,AFRICAN,Mende in Sierra Leone,HG03058
317,AFRICAN,Mende in Sierra Leone,HG03060
318,AFRICAN,Mende in Sierra Leone,HG03061
319,AFRICAN,Mende in Sierra Leone,HG03063
320,AFRICAN,Mende in Sierra Leone,HG03064
321,AFRICAN,Mende in Sierra Leone,HG03066
322,AFRICAN,Mende in Sierra Leone,HG03069
323,AFRICAN,Mende in Sierra Leone,HG03072
324,AFRICAN,Mende in Sierra Leone,HG03073
325,AFRICAN,Mende in Sierra Leone,HG03074
326,AFRICAN,Mende in Sierra Leone,HG03077
327,AFRICAN,Mende in Sierra Leone,HG03078
328,AFRICAN,Mende in Sierra Leone,HG03079
329,AFRICAN,Mende in Sierra Leone,HG03081
330,AFRICAN,Mende in Sierra Leone,HG03082
331,AFRICAN,Mende in Sierra Leone,HG03084
332,AFRICAN,Mende in Sierra Leone,HG03085
333,AFRICAN,Mende in Sierra Leone,HG03086
334,AFRICAN,Mende in Sierra Leone,HG03088
335,AFRICAN,Mende in Sierra Leone,HG03091
336,AFRICAN,Mende in Sierra Leone,HG03095
337,AFRICAN,Mende in Sierra Leone,HG03096
338,AFRICAN,Mende in Sierra Leone,HG03097
339,AFRICAN,Mende in Sierra Leone,HG03209
340,AFRICAN,Mende in Sierra Leone,HG03212
341,AFRICAN,Mende in Sierra Leone,HG03224
342,AFRICAN,Mende in Sierra Leone,HG03225
343,AFRICAN,Mende in Sierra Leone,HG03376
344,AFRICAN,Mende in Sierra Leone,HG03378
345,AFRICAN,Mende in Sierra Leone,HG03380
346,AFRICAN,Mende in Sierra Leone,HG03382
347,AFRICAN,Mende in Sierra Leone,HG03385
348,AFRICAN,Mende in Sierra Leone,HG03388
349,AFRICAN,Mende in Sierra Leone,HG03391
350,AFRICAN,Mende in Sierra Leone,HG03394
351,AFRICAN,Mende in Sierra Leone,HG03397
352,AFRICAN,Mende in Sierra Leone,HG03401
353,AFRICAN,Mende in Sierra Leone,HG03410
354,AFRICAN,Mende in Sierra Leone,HG03419
355,AFRICAN,Mende in Sierra Leone,HG03428
356,AFRICAN,Mende in Sierra Leone,HG03432
357,AFRICAN,Mende in Sierra Leone,HG03433
358,AFRICAN,Mende in Sierra Leone,HG03436
359,AFRICAN,Mende in Sierra Leone,HG03437
360,AFRICAN,Mende in Sierra Leone,HG03439
361,AFRICAN,Mende in Sierra Leone,HG03442
362,AFRICAN,Mende in Sierra Leone,HG03445
363,AFRICAN,Mende in Sierra Leone,HG03446
364,AFRICAN,Mende in Sierra Leone,HG03449
365,AFRICAN,Mende in Sierra Leone,HG03451
366,AFRICAN,Mende in Sierra Leone,HG03452
367,AFRICAN,Mende in Sierra Leone,HG03455
368,AFRICAN,Mende in Sierra Leone,HG03457
369,AFRICAN,Mende in Sierra Leone,HG03458
370,AFRICAN,Mende in Sierra Leone,HG03460
371,AFRICAN,Mende in Sierra Leone,HG03461
372,AFRICAN,Mende in Sierra Leone,HG03464
373,AFRICAN,Mende in Sierra Leone,HG03469
374,AFRICAN,Mende in Sierra Leone,HG03470
375,AFRICAN,Mende in Sierra Leone,HG03472
376,AFRICAN,Mende in Sierra Leone,HG03473
377,AFRICAN,Mende in Sierra Leone,HG03476
378,AFRICAN,Mende in Sierra Leone,HG03478
379,AFRICAN,Mende in Sierra Leone,HG03479
380,AFRICAN,Mende in Sierra Leone,HG03484
381,AFRICAN,Mende in Sierra Leone,HG03485
382,AFRICAN,Mende in Sierra Leone,HG03547
383,AFRICAN,Mende in Sierra Leone,HG03548
384,AFRICAN,Mende in Sierra Leone,HG03556
385,AFRICAN,Mende in Sierra Leone,HG03557
386,AFRICAN,Mende in Sierra Leone,HG03558
387,AFRICAN,Mende in Sierra Leone,HG03559
388,AFRICAN,Mende in Sierra Leone,HG03563
389,AFRICAN,Mende in Sierra Leone,HG03565
390,AFRICAN,Mende in Sierra Leone,HG03567
391,AFRICAN,Mende in Sierra Leone,HG03571
392,AFRICAN,Mende in Sierra Leone,HG03572
393,AFRICAN,Mende in Sierra Leone,HG03575
394,AFRICAN,Mende in Sierra Leone,HG03577
395,AFRICAN,Mende in Sierra Leone,HG03578
396,AFRICAN,Mende in Sierra Leone,HG03583
397,AFRICAN,"Yoruba in Ibadan, Nigera",NA18486
398,AFRICAN,"Yoruba in Ibadan, Nigera",NA18488
399,AFRICAN,"Yoruba in Ibadan, Nigera",NA18489
400,AFRICAN,"Yoruba in Ibadan, Nigera",NA18498
401,AFRICAN,"Yoruba in Ibadan, Nigera",NA18499
402,AFRICAN,"Yoruba in Ibadan, Nigera",NA18501
403,AFRICAN,"Yoruba in Ibadan, Nigera",NA18502
404,AFRICAN,"Yoruba in Ibadan, Nigera",NA18504
405,AFRICAN,"Yoruba in Ibadan, Nigera",NA18505
406,AFRICAN,"Yoruba in Ibadan, Nigera",NA18507
407,AFRICAN,"Yoruba in Ibadan, Nigera",NA18508
408,AFRICAN,"Yoruba in Ibadan, Nigera",NA18510
409,AFRICAN,"Yoruba in Ibadan, Nigera",NA18511
410,AFRICAN,"Yoruba in Ibadan, Nigera",NA18516
411,AFRICAN,"Yoruba in Ibadan, Nigera",NA18517
412,AFRICAN,"Yoruba in Ibadan, Nigera",NA18519
413,AFRICAN,"Yoruba in Ibadan, Nigera",NA18520
414,AFRICAN,"Yoruba in Ibadan, Nigera",NA18522
415,AFRICAN,"Yoruba in Ibadan, Nigera",NA18523
416,AFRICAN,"Yoruba in Ibadan, Nigera",NA18853
417,AFRICAN,"Yoruba in Ibadan, Nigera",NA18856
418,AFRICAN,"Yoruba in Ibadan, Nigera",NA18858
419,AFRICAN,"Yoruba in Ibadan, Nigera",NA18861
420,AFRICAN,"Yoruba in Ibadan, Nigera",NA18864
421,AFRICAN,"Yoruba in Ibadan, Nigera",NA18865
422,AFRICAN,"Yoruba in Ibadan, Nigera",NA18867
423,AFRICAN,"Yoruba in Ibadan, Nigera",NA18868
424,AFRICAN,"Yoruba in Ibadan, Nigera",NA18870
425,AFRICAN,"Yoruba in Ibadan, Nigera",NA18871
426,AFRICAN,"Yoruba in Ibadan, Nigera",NA18873
427,AFRICAN,"Yoruba in Ibadan, Nigera",NA18874
428,AFRICAN,"Yoruba in Ibadan, Nigera",NA18876
429,AFRICAN,"Yoruba in Ibadan, Nigera",NA18877
430,AFRICAN,"Yoruba in Ibadan, Nigera",NA18878
431,AFRICAN,"Yoruba in Ibadan, Nigera",NA18879
432,AFRICAN,"Yoruba in Ibadan, Nigera",NA18881
433,AFRICAN,"Yoruba in Ibadan, Nigera",NA18907
434,AFRICAN,"Yoruba in Ibadan, Nigera",NA18908
435,AFRICAN,"Yoruba in Ibadan, Nigera",NA18909
436,AFRICAN,"Yoruba in Ibadan, Nigera",NA18910
437,AFRICAN,"Yoruba in Ibadan, Nigera",NA18912
438,AFRICAN,"Yoruba in Ibadan, Nigera",NA18915
439,AFRICAN,"Yoruba in Ibadan, Nigera",NA18916
440,AFRICAN,"Yoruba in Ibadan, Nigera",NA18917
441,AFRICAN,"Yoruba in Ibadan, Nigera",NA18923
442,AFRICAN,"Yoruba in Ibadan, Nigera",NA18924
443,AFRICAN,"Yoruba in Ibadan, Nigera",NA18933
444,AFRICAN,"Yoruba in Ibadan, Nigera",NA18934
445,AFRICAN,"Yoruba in Ibadan, Nigera",NA19092
446,AFRICAN,"Yoruba in Ibadan, Nigera",NA19093
447,AFRICAN,"Yoruba in Ibadan, Nigera",NA19095
448,AFRICAN,"Yoruba in Ibadan, Nigera",NA19096
449,AFRICAN,"Yoruba in Ibadan, Nigera",NA19098
450,AFRICAN,"Yoruba in Ibadan, Nigera",NA19099
451,AFRICAN,"Yoruba in Ibadan, Nigera",NA19102
452,AFRICAN,"Yoruba in Ibadan, Nigera",NA19107
453,AFRICAN,"Yoruba in Ibadan, Nigera",NA19108
454,AFRICAN,"Yoruba in Ibadan, Nigera",NA19113
455,AFRICAN,"Yoruba in Ibadan, Nigera",NA19114
456,AFRICAN,"Yoruba in Ibadan, Nigera",NA19116
457,AFRICAN,"Yoruba in Ibadan, Nigera",NA19117
458,AFRICAN,"Yoruba in Ibadan, Nigera",NA19118
459,AFRICAN,"Yoruba in Ibadan, Nigera",NA19119
460,AFRICAN,"Yoruba in Ibadan, Nigera",NA19121
461,AFRICAN,"Yoruba in Ibadan, Nigera",NA19129
462,AFRICAN,"Yoruba in Ibadan, Nigera",NA19130
463,AFRICAN,"Yoruba in Ibadan, Nigera",NA19131
464,AFRICAN,"Yoruba in Ibadan, Nigera",NA19137
465,AFRICAN,"Yoruba in Ibadan, Nigera",NA19138
466,AFRICAN,"Yoruba in Ibadan, Nigera",NA19141
467,AFRICAN,"Yoruba in Ibadan, Nigera",NA19143
468,AFRICAN,"Yoruba in Ibadan, Nigera",NA19144
469,AFRICAN,"Yoruba in Ibadan, Nigera",NA19146
470,AFRICAN,"Yoruba in Ibadan, Nigera",NA19147
471,AFRICAN,"Yoruba in Ibadan, Nigera",NA19149
472,AFRICAN,"Yoruba in Ibadan, Nigera",NA19152
473,AFRICAN,"Yoruba in Ibadan, Nigera",NA19153
474,AFRICAN,"Yoruba in Ibadan, Nigera",NA19159
475,AFRICAN,"Yoruba in Ibadan, Nigera",NA19160
476,AFRICAN,"Yoruba in Ibadan, Nigera",NA19171
477,AFRICAN,"Yoruba in Ibadan, Nigera",NA19172
478,AFRICAN,"Yoruba in Ibadan, Nigera",NA19175
479,AFRICAN,"Yoruba in Ibadan, Nigera",NA19184
480,AFRICAN,"Yoruba in Ibadan, Nigera",NA19185
481,AFRICAN,"Yoruba in Ibadan, Nigera",NA19189
482,AFRICAN,"Yoruba in Ibadan, Nigera",NA19190
483,AFRICAN,"Yoruba in Ibadan, Nigera",NA19197
484,AFRICAN,"Yoruba in Ibadan, Nigera",NA19198
485,AFRICAN,"Yoruba in Ibadan, Nigera",NA19200
486,AFRICAN,"Yoruba in Ibadan, Nigera",NA19201
487,AFRICAN,"Yoruba in Ibadan, Nigera",NA19204
